route,month,total_boardings,avg_weekday_boardings
B65,2025-12,58992,1983
B65,2026-01,52420,1895
B65,2026-02,42716,1636
B65,2026-03,56370,1998
B65,2026-04,52801,1871
B65,2026-05,55350,1927
B65,2026-06,55842,1937
B67,2024-09,1388,66
B67,2024-10,44371,1757
B67,2024-11,38867,1580
B67,2024-12,34918,1446
B67,2025-01,39455,1588
B67,2025-02,41658,1875
B67,2025-03,47612,1973
B67,2025-04,44709,1850
B67,2025-05,56810,2342
B67,2025-06,42840,1823
B67,2025-07,42667,1689
B67,2025-08,39260,1516
B67,2025-09,48261,1929
B67,2025-10,55258,2188
B67,2025-11,48251,2110
B67,2025-12,42170,1628
B67,2026-01,40254,1579
B67,2026-02,33581,1453
B67,2026-03,42300,1749
B67,2026-04,53453,2171
B67,2026-05,49254,2079
B67,2026-06,48197,1973
B68,2024-09,4307,205
B68,2024-10,116763,3979
B68,2024-11,106512,3988
B68,2024-12,98086,3507
B68,2025-01,82032,2948
B68,2025-02,80130,3191
B68,2025-03,110926,4122
B68,2025-04,136793,4995
B68,2025-05,148791,5067
B68,2025-06,132888,4968
B68,2025-07,139338,5055
B68,2025-08,144633,5442
B68,2025-09,136327,5157
B68,2025-10,145918,4991
B68,2025-11,141643,4987
B68,2025-12,107453,3715
B68,2026-01,108110,4019
B68,2026-02,88473,3460
B68,2026-03,118717,4314
B68,2026-04,118642,4199
B68,2026-05,137048,5170
B68,2026-06,136250,4924
B69,2024-09,1306,62
B69,2024-10,51274,1974
B69,2024-11,41552,1692
B69,2024-12,37289,1508
B69,2025-01,40019,1580
B69,2025-02,38009,1733
B69,2025-03,47772,1979
B69,2025-04,46208,1915
B69,2025-05,58112,2449
B69,2025-06,39644,1718
B69,2025-07,38866,1487
B69,2025-08,35112,1410
B69,2025-09,50014,2048
B69,2025-10,56611,2229
B69,2025-11,45323,2037
B69,2025-12,39525,1513
B69,2026-01,39973,1563
B69,2026-02,39669,1699
B69,2026-03,41083,1671
B69,2026-04,49146,2043
B69,2026-05,44965,1887
B69,2026-06,35810,1427
B7,2024-09,4557,217
B7,2024-10,140834,5380
B7,2024-11,120745,4858
B7,2024-12,117240,4556
B7,2025-01,125068,4804
B7,2025-02,116464,5047
B7,2025-03,141961,5706
B7,2025-04,131399,5268
B7,2025-05,134497,5240
B7,2025-06,121594,4851
B7,2025-07,117320,4314
B7,2025-08,112594,4313
B7,2025-09,133319,5176
B7,2025-10,128347,4842
B7,2025-11,111903,4673
B7,2025-12,108004,4094
B7,2026-01,98020,3836
B7,2026-02,84472,3618
B7,2026-03,106896,4218
B7,2026-04,102909,4141
B7,2026-05,116151,4760
B7,2026-06,112008,4418
B70,2024-09,376,18
B70,2024-10,54355,2029
B70,2024-11,46313,1708
B70,2024-12,44880,1616
B70,2025-01,48957,1800
B70,2025-02,36582,1571
B70,2025-03,57343,2136
B70,2025-04,51984,1884
B70,2025-05,80693,2917
B70,2025-06,73345,2617
B70,2025-07,81710,2730
B70,2025-08,67163,2286
B70,2025-09,78346,2980
B70,2025-10,68101,2429
B70,2025-11,60890,2165
B70,2025-12,52382,1877
B70,2026-01,54343,1992
B70,2026-02,42943,1701
B70,2026-03,56966,2120
B70,2026-04,65136,2351
B70,2026-05,71240,2530
B70,2026-06,74676,2756
B74,2024-09,3138,149
B74,2024-10,82912,3093
B74,2024-11,75041,3093
B74,2024-12,72699,2771
B74,2025-01,73554,2732
B74,2025-02,67640,2800
B74,2025-03,75842,2973
B74,2025-04,71895,2782
B74,2025-05,82648,3098
B74,2025-06,63302,2435
B74,2025-07,74733,2741
B74,2025-08,73449,2732
B74,2025-09,93768,3664
B74,2025-10,95374,3562
B74,2025-11,87446,3570
B74,2025-12,85805,3237
B74,2026-01,78841,3150
B74,2026-02,74795,3221
B74,2026-03,81289,3217
B74,2026-04,76429,3027
B74,2026-05,92868,3631
B74,2026-06,90159,3530
B8,2024-09,6137,292
B8,2024-10,129611,4690
B8,2024-11,113932,4330
B8,2024-12,114204,4139
B8,2025-01,119514,4296
B8,2025-02,120908,5095
B8,2025-03,135452,5079
B8,2025-04,129132,4867
B8,2025-05,170165,6033
B8,2025-06,147743,5469
B8,2025-07,174049,6292
B8,2025-08,144719,5201
B8,2025-09,163736,6097
B8,2025-10,190201,6987
B8,2025-11,159377,6313
B8,2025-12,136437,4985
B8,2026-01,138226,5273
B8,2026-02,117063,4634
B8,2026-03,148664,5560
B8,2026-04,156657,5912
B8,2026-05,168569,6435
B8,2026-06,177178,6564
B82,2024-09,16658,793
B82,2024-10,469121,15075
B82,2024-11,434794,14612
B82,2024-12,410719,13676
B82,2025-01,421512,13848
B82,2025-02,373122,13929
B82,2025-03,442576,14435
B82,2025-04,427507,14808
B82,2025-05,466627,15230
B82,2025-06,426449,14475
B82,2025-07,408846,13068
B82,2025-08,397303,12418
B82,2025-09,435178,14873
B82,2025-10,432272,14511
B82,2025-11,406562,13921
B82,2025-12,385633,13158
B82,2026-01,331961,11155
B82,2026-02,310090,11710
B82,2026-03,343320,11446
B82,2026-04,319750,10862
B82,2026-05,342178,11635
B82,2026-06,341684,11683
B82+,2024-09,17373,827
B82+,2024-10,396403,17235
B82+,2024-11,344238,16392
B82+,2024-12,326449,14839
B82+,2025-01,315183,13704
B82+,2025-02,281504,14075
B82+,2025-03,335887,15995
B82+,2025-04,330475,15022
B82+,2025-05,321198,14600
B82+,2025-06,294631,14030
B82+,2025-07,286421,12453
B82+,2025-08,264001,12571
B82+,2025-09,278356,12653
B82+,2025-10,301166,13094
B82+,2025-11,232756,11638
B82+,2025-12,243560,10590
B82+,2026-01,219703,9986
B82+,2026-02,180693,9035
B82+,2026-03,224431,10201
B82+,2026-04,201836,9174
B82+,2026-05,204949,9759
B82+,2026-06,218353,9925
B83,2024-09,5695,271
B83,2024-10,171395,6261
B83,2024-11,155314,5756
B83,2024-12,152106,5493
B83,2025-01,137293,4933
B83,2025-02,128200,5412
B83,2025-03,156034,5929
B83,2025-04,145072,5594
B83,2025-05,146396,5366
B83,2025-06,143160,5593
B83,2025-07,164105,5880
B83,2025-08,139724,5256
B83,2025-09,167908,6304
B83,2025-10,181502,6597
B83,2025-11,160598,6266
B83,2025-12,149129,5411
B83,2026-01,131849,4977
B83,2026-02,116915,4939
B83,2026-03,132243,4896
B83,2026-04,129753,4974
B83,2026-05,136325,5074
B83,2026-06,140956,5204
B84,2024-09,349,17
B84,2024-10,9769,372
B84,2024-11,7988,316
B84,2024-12,8970,350
B84,2025-01,8106,313
B84,2025-02,7277,322
B84,2025-03,8839,357
B84,2025-04,8431,342
B84,2025-05,8330,334
B84,2025-06,7976,325
B84,2025-07,9602,369
B84,2025-08,7871,308
B84,2025-09,10362,424
B84,2025-10,9769,370
B84,2025-11,9222,409
B84,2025-12,9916,390
B84,2026-01,8344,340
B84,2026-02,7152,325
B84,2026-03,8529,332
B84,2026-04,8612,351
B84,2026-05,8540,362
B84,2026-06,9523,388
B9,2024-09,4693,223
B9,2024-10,114082,4051
B9,2024-11,101402,3902
B9,2024-12,103921,3960
B9,2025-01,109888,3995
B9,2025-02,88152,3774
B9,2025-03,121759,4821
B9,2025-04,115100,4407
B9,2025-05,150194,5704
B9,2025-06,128103,4466
B9,2025-07,93770,3314
B9,2025-08,96227,3359
B9,2025-09,128618,4808
B9,2025-10,125323,4445
B9,2025-11,125529,4882
B9,2025-12,99667,3807
B9,2026-01,117609,4509
B9,2026-02,84878,3472
B9,2026-03,121779,4661
B9,2026-04,112102,4214
B9,2026-05,131804,5138
B9,2026-06,127064,4729
B90,2024-11,12432,53
B90,2024-12,110,0
B90,2026-02,7387,0
B90,2026-03,8359,0
B90,2026-04,10025,0
B93,2025-03,10970,16
B93,2026-01,21834,69
B93,2026-05,7707,19
B96,2024-11,26716,25
B98,2024-09,1137,54
B98,2024-10,8187,356
B98,2024-11,2274,108
B98,2025-08,10952,465
B98,2025-09,3606,164
B98,2025-10,4685,168
B98,2025-11,3919,196
B98,2025-12,5040,138
B98,2026-02,10748,5
B98,2026-03,65440,112
B99,2025-04,23190,0
B99,2025-05,26625,0
B99,2026-01,78,0
B99,2026-04,1907,0
B99,2026-05,37412,0
B99,2026-06,20956,0
BM1,2024-09,561,27
BM1,2024-10,15358,636
BM1,2024-11,13792,624
BM1,2024-12,11184,491
BM1,2025-01,12904,543
BM1,2025-02,11115,535
BM1,2025-03,13395,611
BM1,2025-04,14090,627
BM1,2025-05,12987,562
BM1,2025-06,12366,566
BM1,2025-07,13148,558
BM1,2025-08,13122,598
BM1,2025-09,13183,569
BM1,2025-10,12924,541
BM1,2025-11,10315,479
BM1,2025-12,10182,421
BM1,2026-01,10102,442
BM1,2026-02,8364,401
BM1,2026-03,10599,454
BM1,2026-04,11576,511
BM1,2026-05,14039,637
BM1,2026-06,17766,775
BM2,2024-09,452,22
BM2,2024-10,11086,450
BM2,2024-11,10041,426
BM2,2024-12,8659,366
BM2,2025-01,10839,451
BM2,2025-02,8681,410
BM2,2025-03,9698,441
BM2,2025-04,10954,472
BM2,2025-05,9645,414
BM2,2025-06,9544,434
BM2,2025-07,10985,452
BM2,2025-08,10066,444
BM2,2025-09,10574,451
BM2,2025-10,11874,489
BM2,2025-11,8184,367
BM2,2025-12,8396,344
BM2,2026-01,8210,342
BM2,2026-02,6961,325
BM2,2026-03,7732,328
BM2,2026-04,9038,391
BM2,2026-05,12060,531
BM2,2026-06,14876,637
BM3,2024-09,402,19
BM3,2024-10,12240,473
BM3,2024-11,9740,415
BM3,2024-12,8748,377
BM3,2025-01,10975,452
BM3,2025-02,10366,480
BM3,2025-03,11413,497
BM3,2025-04,11393,475
BM3,2025-05,10016,416
BM3,2025-06,10044,447
BM3,2025-07,11440,467
BM3,2025-08,9737,434
BM3,2025-09,10934,469
BM3,2025-10,10834,452
BM3,2025-11,8289,384
BM3,2025-12,7867,324
BM3,2026-01,7594,326
BM3,2026-02,6583,308
BM3,2026-03,8683,366
BM3,2026-04,9294,392
BM3,2026-05,9542,420
BM3,2026-06,12409,525
BM4,2024-09,302,14
BM4,2024-10,8189,331
BM4,2024-11,6788,299
BM4,2024-12,6499,280
BM4,2025-01,7930,325
BM4,2025-02,7346,345
BM4,2025-03,7840,352
BM4,2025-04,6810,300
BM4,2025-05,6187,268
BM4,2025-06,5730,262
BM4,2025-07,7077,297
BM4,2025-08,6657,298
BM4,2025-09,5995,260
BM4,2025-10,6141,257
BM4,2025-11,5112,228
BM4,2025-12,4402,180
BM4,2026-01,5542,234
BM4,2026-02,4356,202
BM4,2026-03,5739,237
BM4,2026-04,5812,248
BM4,2026-05,6483,292
BM4,2026-06,9092,395
BM5,2024-09,680,32
BM5,2024-10,12025,499
BM5,2024-11,10161,453
BM5,2024-12,8656,368
BM5,2025-01,9431,397
BM5,2025-02,9721,468
BM5,2025-03,10515,475
BM5,2025-04,10299,452
BM5,2025-05,9523,403
BM5,2025-06,9983,459
BM5,2025-07,12298,501
BM5,2025-08,11616,499
BM5,2025-09,9939,430
BM5,2025-10,12542,527
BM5,2025-11,7950,370
BM5,2025-12,7015,294
BM5,2026-01,7776,338
BM5,2026-02,6922,328
BM5,2026-03,7940,344
BM5,2026-04,8175,355
BM5,2026-05,9676,430
BM5,2026-06,12567,540
BX1,2024-09,2056,98
BX1,2024-10,20203,693
BX1,2024-11,23856,1060
BX1,2024-12,24867,999
BX1,2025-01,35601,1072
BX1,2025-02,40343,921
BX1,2025-03,41092,1873
BX1,2025-04,42813,1759
BX1,2025-05,46431,1939
BX1,2025-06,57712,2585
BX1,2025-07,62620,2481
BX1,2025-08,61252,2570
BX1,2025-09,51145,2086
BX1,2025-10,44159,1609
BX1,2025-11,39671,1496
BX1,2025-12,57772,1916
BX1,2026-01,32231,948
BX1,2026-02,29305,1044
BX1,2026-03,20216,865
BX1,2026-04,31998,1371
BX1,2026-05,34912,1478
BX1,2026-06,33315,1341
BX10,2024-09,11196,533
BX10,2024-10,253441,9585
BX10,2024-11,227114,9117
BX10,2024-12,216976,8338
BX10,2025-01,210773,8038
BX10,2025-02,197255,8489
BX10,2025-03,234684,9446
BX10,2025-04,241731,9465
BX10,2025-05,231603,8880
BX10,2025-06,204555,8031
BX10,2025-07,203279,7549
BX10,2025-08,172224,6502
BX10,2025-09,209755,8297
BX10,2025-10,226577,8568
BX10,2025-11,197744,8288
BX10,2025-12,183992,7116
BX10,2026-01,168324,6669
BX10,2026-02,140113,6122
BX10,2026-03,179354,7158
BX10,2026-04,171557,6678
BX10,2026-05,205843,8228
BX10,2026-06,180142,6897
BX11,2024-09,10376,494
BX11,2024-10,237062,8761
BX11,2024-11,205240,7457
BX11,2024-12,202988,7245
BX11,2025-01,187919,7073
BX11,2025-02,179806,7430
BX11,2025-03,225811,8522
BX11,2025-04,220225,8374
BX11,2025-05,259353,9402
BX11,2025-06,273307,10216
BX11,2025-07,296870,10807
BX11,2025-08,300319,10793
BX11,2025-09,346790,13085
BX11,2025-10,363866,13338
BX11,2025-11,315587,12419
BX11,2025-12,298613,11036
BX11,2026-01,272512,10476
BX11,2026-02,218219,9271
BX11,2026-03,281304,10648
BX11,2026-04,258458,9770
BX11,2026-05,271662,10479
BX11,2026-06,262125,9208
BX12,2024-09,4,0
BX12,2024-10,10788,464
BX12,2024-11,10223,332
BX12,2024-12,19737,584
BX12,2025-01,19489,492
BX12,2025-02,35050,658
BX12,2025-03,10991,381
BX12,2025-04,17535,504
BX12,2025-05,14504,562
BX12,2025-06,31542,1098
BX12,2025-07,90720,2068
BX12,2025-08,82168,1931
BX12,2025-09,22759,819
BX12,2025-10,15937,524
BX12,2025-11,18099,778
BX12,2025-12,39840,1224
BX12,2026-01,47738,1505
BX12,2026-02,43748,1639
BX12,2026-03,54895,2066
BX12,2026-04,60541,2281
BX12,2026-05,98081,3348
BX12,2026-06,94481,3147
BX12+,2024-09,17063,813
BX12+,2024-10,594507,21138
BX12+,2024-11,526710,19426
BX12+,2024-12,572892,20029
BX12+,2025-01,504055,18116
BX12+,2025-02,474326,18847
BX12+,2025-03,538590,19589
BX12+,2025-04,507163,19093
BX12+,2025-05,544535,19710
BX12+,2025-06,486896,18330
BX12+,2025-07,473234,16732
BX12+,2025-08,480708,17730
BX12+,2025-09,539940,20167
BX12+,2025-10,513914,18427
BX12+,2025-11,514477,18756
BX12+,2025-12,500667,17241
BX12+,2026-01,423234,15586
BX12+,2026-02,372323,15023
BX12+,2026-03,441757,16067
BX12+,2026-04,461806,17205
BX12+,2026-05,480829,18165
BX12+,2026-06,466587,17539
BX13,2024-09,13629,649
BX13,2024-10,387068,13852
BX13,2024-11,339858,12770
BX13,2024-12,309143,11189
BX13,2025-01,283809,9874
BX13,2025-02,292132,11964
BX13,2025-03,343959,12371
BX13,2025-04,325343,12042
BX13,2025-05,337335,11962
BX13,2025-06,295195,10901
BX13,2025-07,318443,11499
BX13,2025-08,297915,10592
BX13,2025-09,294756,10776
BX13,2025-10,309985,11021
BX13,2025-11,276996,10384
BX13,2025-12,277951,9881
BX13,2026-01,243174,9211
BX13,2026-02,219028,8833
BX13,2026-03,257253,9472
BX13,2026-04,265942,10190
BX13,2026-05,285935,10722
BX13,2026-06,292009,10664
BX15,2024-10,21472,855
BX15,2024-11,17136,502
BX15,2024-12,24513,845
BX15,2025-01,39207,1163
BX15,2025-02,45008,1258
BX15,2025-03,35840,1274
BX15,2025-04,19989,674
BX15,2025-05,21841,866
BX15,2025-06,41140,1855
BX15,2025-07,59375,2156
BX15,2025-08,55486,2385
BX15,2025-09,56633,2357
BX15,2025-10,33650,1235
BX15,2025-11,29722,1284
BX15,2025-12,62541,1934
BX15,2026-01,38925,1135
BX15,2026-02,27547,959
BX15,2026-03,22789,848
BX15,2026-04,27120,1124
BX15,2026-05,26978,995
BX15,2026-06,24530,957
BX16,2024-09,10063,479
BX16,2024-10,234597,8703
BX16,2024-11,205045,8261
BX16,2024-12,190630,7352
BX16,2025-01,196008,7484
BX16,2025-02,169182,7515
BX16,2025-03,201558,8170
BX16,2025-04,192044,7709
BX16,2025-05,198080,7618
BX16,2025-06,181021,7470
BX16,2025-07,180725,6533
BX16,2025-08,172670,6549
BX16,2025-09,188723,7509
BX16,2025-10,201837,7642
BX16,2025-11,173599,7147
BX16,2025-12,159742,6160
BX16,2026-01,156307,6253
BX16,2026-02,123331,5394
BX16,2026-03,162693,6429
BX16,2026-04,146601,5894
BX16,2026-05,181308,7328
BX16,2026-06,168053,6625
BX17,2024-09,7145,340
BX17,2024-10,165703,6336
BX17,2024-11,123950,4435
BX17,2024-12,127402,4690
BX17,2025-01,109529,3956
BX17,2025-02,108170,4562
BX17,2025-03,152733,5978
BX17,2025-04,174706,6502
BX17,2025-05,190012,7182
BX17,2025-06,193341,7198
BX17,2025-07,215781,7591
BX17,2025-08,212272,7656
BX17,2025-09,219429,8179
BX17,2025-10,242042,8985
BX17,2025-11,218025,8862
BX17,2025-12,236632,8649
BX17,2026-01,212985,8174
BX17,2026-02,178896,7646
BX17,2026-03,239218,9074
BX17,2026-04,217484,8469
BX17,2026-05,220008,8388
BX17,2026-06,193190,7506
BX18A,2024-09,2150,102
BX18A,2024-10,56623,2126
BX18A,2024-11,45318,1779
BX18A,2024-12,42958,1614
BX18A,2025-01,43800,1645
BX18A,2025-02,36778,1582
BX18A,2025-03,47097,1853
BX18A,2025-04,43571,1687
BX18A,2025-05,49386,1883
BX18A,2025-06,39938,1615
BX18A,2025-07,41472,1496
BX18A,2025-08,37935,1436
BX18A,2025-09,40048,1553
BX18A,2025-10,45047,1710
BX18A,2025-11,37740,1544
BX18A,2025-12,38268,1442
BX18A,2026-01,34884,1381
BX18A,2026-02,28005,1222
BX18A,2026-03,37635,1501
BX18A,2026-04,35460,1418
BX18A,2026-05,43818,1768
BX18A,2026-06,44390,1755
BX18B,2024-09,2265,108
BX18B,2024-10,71528,2706
BX18B,2024-11,58237,2263
BX18B,2024-12,53855,2033
BX18B,2025-01,54638,2052
BX18B,2025-02,48783,2083
BX18B,2025-03,61221,2413
BX18B,2025-04,56244,2175
BX18B,2025-05,59916,2247
BX18B,2025-06,50276,2021
BX18B,2025-07,54756,1911
BX18B,2025-08,48178,1784
BX18B,2025-09,48042,1824
BX18B,2025-10,56746,2117
BX18B,2025-11,47916,1913
BX18B,2025-12,48860,1825
BX18B,2026-01,45562,1789
BX18B,2026-02,37283,1603
BX18B,2026-03,46115,1806
BX18B,2026-04,44531,1777
BX18B,2026-05,53712,2108
BX18B,2026-06,52705,2072
BX19,2024-09,13048,621
BX19,2024-10,322552,11364
BX19,2024-11,275104,10290
BX19,2024-12,264452,9598
BX19,2025-01,284331,10395
BX19,2025-02,255326,10429
BX19,2025-03,274906,10491
BX19,2025-04,248093,9565
BX19,2025-05,357955,13004
BX19,2025-06,358119,13149
BX19,2025-07,337402,11084
BX19,2025-08,328491,11960
BX19,2025-09,194135,7625
BX19,2025-10,234994,7990
BX19,2025-11,212456,7999
BX19,2025-12,234004,7654
BX19,2026-01,190176,6587
BX19,2026-02,200278,7932
BX19,2026-03,256057,9032
BX19,2026-04,229468,8584
BX19,2026-05,273160,10702
BX19,2026-06,381130,14044
BX2,2024-09,2443,116
BX2,2024-10,25137,953
BX2,2024-11,30387,1342
BX2,2024-12,33666,1438
BX2,2025-01,36807,1122
BX2,2025-02,44930,1076
BX2,2025-03,57202,2593
BX2,2025-04,56950,2411
BX2,2025-05,61055,2535
BX2,2025-06,66378,2931
BX2,2025-07,89132,3611
BX2,2025-08,73479,3171
BX2,2025-09,61383,2476
BX2,2025-10,46997,1780
BX2,2025-11,44383,1780
BX2,2025-12,64509,2207
BX2,2026-01,38499,1169
BX2,2026-02,27530,1029
BX2,2026-03,27644,1187
BX2,2026-04,34487,1488
BX2,2026-05,35731,1421
BX2,2026-06,43285,1773
BX20,2024-09,575,27
BX20,2024-10,11722,510
BX20,2024-11,8307,396
BX20,2024-12,8031,365
BX20,2025-01,9843,428
BX20,2025-02,8789,439
BX20,2025-03,10680,509
BX20,2025-04,8897,404
BX20,2025-05,10047,457
BX20,2025-06,7191,342
BX20,2025-07,6428,279
BX20,2025-08,5842,278
BX20,2025-09,8830,401
BX20,2025-10,8597,374
BX20,2025-11,8304,415
BX20,2025-12,10196,443
BX20,2026-01,9560,435
BX20,2026-02,7069,353
BX20,2026-03,9830,447
BX20,2026-04,10215,464
BX20,2026-05,11501,548
BX20,2026-06,9238,420
BX21,2024-09,10358,493
BX21,2024-10,211133,8022
BX21,2024-11,170377,6517
BX21,2024-12,180239,6753
BX21,2025-01,139550,5261
BX21,2025-02,150402,6201
BX21,2025-03,206478,7654
BX21,2025-04,195441,7452
BX21,2025-05,240466,8709
BX21,2025-06,231373,9109
BX21,2025-07,259196,9306
BX21,2025-08,257079,9530
BX21,2025-09,288769,11181
BX21,2025-10,304534,11175
BX21,2025-11,270178,11117
BX21,2025-12,271533,9961
BX21,2026-01,239415,8964
BX21,2026-02,209674,8423
BX21,2026-03,258122,9872
BX21,2026-04,258746,9950
BX21,2026-05,259154,9952
BX21,2026-06,259775,9738
BX22,2024-09,1905,91
BX22,2024-10,31357,1214
BX22,2024-11,26168,1021
BX22,2024-12,22727,780
BX22,2025-01,28960,757
BX22,2025-02,33804,1079
BX22,2025-03,26076,928
BX22,2025-04,16469,595
BX22,2025-05,30659,1214
BX22,2025-06,57477,2130
BX22,2025-07,76770,2766
BX22,2025-08,81144,2812
BX22,2025-09,53230,2147
BX22,2025-10,48403,1893
BX22,2025-11,43503,1913
BX22,2025-12,84067,2974
BX22,2026-01,79456,2768
BX22,2026-02,66189,2858
BX22,2026-03,72221,2777
BX22,2026-04,90022,3605
BX22,2026-05,130964,5090
BX22,2026-06,152223,5675
BX23,2024-09,478,23
BX23,2024-10,6125,248
BX23,2024-11,2669,120
BX23,2024-12,1939,75
BX23,2025-01,1320,50
BX23,2025-02,52554,2321
BX23,2025-03,114779,4744
BX23,2025-04,115554,4694
BX23,2025-05,120749,4767
BX23,2025-06,108912,4474
BX23,2025-07,106340,3941
BX23,2025-08,85567,3306
BX23,2025-09,99586,3890
BX23,2025-10,110922,4177
BX23,2025-11,94288,3860
BX23,2025-12,91096,3489
BX23,2026-01,91084,3590
BX23,2026-02,79223,3430
BX23,2026-03,102620,4050
BX23,2026-04,95289,3842
BX23,2026-05,98604,3976
BX23,2026-06,85369,3333
BX24,2024-09,904,43
BX24,2024-10,24149,886
BX24,2024-11,18825,756
BX24,2024-12,17840,668
BX24,2025-01,17803,662
BX24,2025-02,15340,611
BX24,2025-03,18166,722
BX24,2025-04,19828,740
BX24,2025-05,18254,688
BX24,2025-06,18148,692
BX24,2025-07,17759,663
BX24,2025-08,15023,552
BX24,2025-09,17464,673
BX24,2025-10,18882,699
BX24,2025-11,17710,719
BX24,2025-12,16095,606
BX24,2026-01,14398,547
BX24,2026-02,13738,582
BX24,2026-03,15269,593
BX24,2026-04,14264,525
BX24,2026-05,16008,591
BX24,2026-06,18324,684
BX25,2024-09,5063,241
BX25,2024-10,109677,4049
BX25,2024-11,96250,3738
BX25,2024-12,89180,3263
BX25,2025-01,82315,3051
BX25,2025-02,76502,3254
BX25,2025-03,100679,3809
BX25,2025-04,90811,3451
BX25,2025-05,97699,3673
BX25,2025-06,81564,3004
BX25,2025-07,88056,3213
BX25,2025-08,83797,3233
BX25,2025-09,96602,3651
BX25,2025-10,98541,3611
BX25,2025-11,88550,3437
BX25,2025-12,71467,2649
BX25,2026-01,75386,2921
BX25,2026-02,65371,2870
BX25,2026-03,90720,3462
BX25,2026-04,73255,2807
BX25,2026-05,90385,3522
BX25,2026-06,89732,3285
BX26,2024-09,5030,240
BX26,2024-10,119742,4273
BX26,2024-11,101226,3777
BX26,2024-12,100062,3736
BX26,2025-01,92193,3364
BX26,2025-02,90047,3774
BX26,2025-03,103230,3952
BX26,2025-04,96374,3681
BX26,2025-05,100231,3696
BX26,2025-06,94455,3693
BX26,2025-07,91857,3124
BX26,2025-08,84482,3161
BX26,2025-09,95917,3670
BX26,2025-10,107736,3947
BX26,2025-11,93834,3685
BX26,2025-12,84841,3132
BX26,2026-01,78390,3050
BX26,2026-02,66290,2694
BX26,2026-03,89198,3199
BX26,2026-04,84303,3148
BX26,2026-05,93368,3528
BX26,2026-06,81516,3125
BX27,2024-09,2719,129
BX27,2024-10,100504,3464
BX27,2024-11,90418,3500
BX27,2024-12,72362,2559
BX27,2025-01,82969,2954
BX27,2025-02,72535,3256
BX27,2025-03,98230,3534
BX27,2025-04,109367,3925
BX27,2025-05,128746,4671
BX27,2025-06,132455,4895
BX27,2025-07,135754,4689
BX27,2025-08,124116,4448
BX27,2025-09,143715,5349
BX27,2025-10,145215,5268
BX27,2025-11,140262,5411
BX27,2025-12,128093,4747
BX27,2026-01,118651,4258
BX27,2026-02,102322,4277
BX27,2026-03,134168,5120
BX27,2026-04,125782,4480
BX27,2026-05,132810,5053
BX27,2026-06,107971,4013
BX28,2024-09,11144,531
BX28,2024-10,318744,11542
BX28,2024-11,273231,10503
BX28,2024-12,264845,9680
BX28,2025-01,267206,9714
BX28,2025-02,228566,9685
BX28,2025-03,276080,10445
BX28,2025-04,264907,9925
BX28,2025-05,280754,10276
BX28,2025-06,247161,9526
BX28,2025-07,266665,9678
BX28,2025-08,254273,9370
BX28,2025-09,269613,10185
BX28,2025-10,276585,10117
BX28,2025-11,255658,10211
BX28,2025-12,223231,8277
BX28,2026-01,228692,8604
BX28,2026-02,204110,8541
BX28,2026-03,250757,9594
BX28,2026-04,237154,8997
BX28,2026-05,263085,9974
BX28,2026-06,269014,10159
BX29,2024-09,926,44
BX29,2024-10,39090,1325
BX29,2024-11,29887,1058
BX29,2024-12,24268,870
BX29,2025-01,25144,886
BX29,2025-02,23092,919
BX29,2025-03,28652,1043
BX29,2025-04,33848,1202
BX29,2025-05,40040,1265
BX29,2025-06,39379,1392
BX29,2025-07,31299,964
BX29,2025-08,33524,1046
BX29,2025-09,34248,1239
BX29,2025-10,29531,984
BX29,2025-11,24949,903
BX29,2025-12,20166,727
BX29,2026-01,18986,701
BX29,2026-02,18438,748
BX29,2026-03,19289,665
BX29,2026-04,22882,801
BX29,2026-05,29174,877
BX29,2026-06,30535,997
BX3,2024-09,14958,712
BX3,2024-10,463824,16360
BX3,2024-11,421516,15204
BX3,2024-12,367976,13052
BX3,2025-01,347707,12424
BX3,2025-02,360936,14448
BX3,2025-03,417504,14811
BX3,2025-04,372688,13694
BX3,2025-05,392328,13954
BX3,2025-06,351309,13273
BX3,2025-07,326102,11120
BX3,2025-08,305748,10604
BX3,2025-09,352362,13015
BX3,2025-10,360857,12711
BX3,2025-11,325224,11884
BX3,2025-12,290629,10341
BX3,2026-01,263279,9675
BX3,2026-02,254102,10140
BX3,2026-03,314197,11486
BX3,2026-04,310536,11136
BX3,2026-05,347519,12439
BX3,2026-06,316313,11637
BX30,2024-09,9276,442
BX30,2024-10,221643,8145
BX30,2024-11,190990,7378
BX30,2024-12,177433,6708
BX30,2025-01,165614,6130
BX30,2025-02,147485,6269
BX30,2025-03,181686,7210
BX30,2025-04,175714,6984
BX30,2025-05,177379,6781
BX30,2025-06,170070,6685
BX30,2025-07,162827,5847
BX30,2025-08,141669,5004
BX30,2025-09,169570,6437
BX30,2025-10,179947,6679
BX30,2025-11,160247,6299
BX30,2025-12,132095,4927
BX30,2026-01,137839,5344
BX30,2026-02,119588,4985
BX30,2026-03,151292,5797
BX30,2026-04,143468,5652
BX30,2026-05,170825,6764
BX30,2026-06,166521,6210
BX31,2024-09,2814,134
BX31,2024-10,120371,4482
BX31,2024-11,86944,3214
BX31,2024-12,88908,3391
BX31,2025-01,81097,3080
BX31,2025-02,80676,3498
BX31,2025-03,96984,3953
BX31,2025-04,118764,4634
BX31,2025-05,132142,4964
BX31,2025-06,123533,4787
