route,period,group,days_seen,avg_speed_mph
BX18A,2026-W34,Bx,7,6.8
BX18A,2026-W35,Bx,7,6.8
BX18A,2026-W36,Bx,7,6.6
BX18A,2026-W37,Bx,7,6.5
BX18A,2026-W38,Bx,4,5.9
BX30,2026-W12,Bx,1,
BX30,2026-W17,Bx,5,4.4
BX30,2026-W18,Bx,7,8.4
BX30,2026-W19,Bx,7,8.9
BX30,2026-W20,Bx,7,8.3
BX30,2026-W21,Bx,7,8.4
BX30,2026-W22,Bx,7,8.7
BX30,2026-W23,Bx,7,9.8
BX30,2026-W24,Bx,6,9.9
BX30,2026-W25,Bx,6,10.3
BX30,2026-W26,Bx,7,10.5
BX30,2026-W27,Bx,6,8.7
BX30,2026-W28,Bx,7,8.7
BX30,2026-W29,Bx,7,8.6
BX30,2026-W30,Bx,7,8.4
BX30,2026-W31,Bx,7,8.5
BX30,2026-W32,Bx,7,8.5
BX30,2026-W33,Bx,7,8.6
BX30,2026-W34,Bx,7,8.8
BX30,2026-W35,Bx,7,8.7
BX30,2026-W36,Bx,7,8.7
BX30,2026-W37,Bx,7,8.6
BX30,2026-W38,Bx,4,8.4
B11,2026-W12,B,1,
B11,2026-W17,B,5,4.4
B11,2026-W18,B,7,6.6
B11,2026-W19,B,7,6.7
B11,2026-W20,B,7,6.5
B11,2026-W21,B,7,6.4
B11,2026-W22,B,7,6.5
B11,2026-W23,B,7,7.5
B11,2026-W24,B,6,7.7
B11,2026-W25,B,6,8
B11,2026-W26,B,7,7.9
B11,2026-W27,B,6,7.1
B11,2026-W28,B,7,7
B11,2026-W29,B,7,7
B11,2026-W30,B,7,6.9
B11,2026-W31,B,7,6.8
B11,2026-W32,B,7,6.8
B11,2026-W33,B,7,6.7
B11,2026-W34,B,7,6.9
B11,2026-W35,B,7,6.9
B11,2026-W36,B,7,6.5
B11,2026-W37,B,7,6.7
B11,2026-W38,B,4,5.8
M31,2026-W12,M,1,
M31,2026-W17,M,5,3.4
M31,2026-W18,M,7,5.7
M31,2026-W19,M,7,6.1
M31,2026-W20,M,7,5.5
M31,2026-W21,M,7,5.6
M31,2026-W22,M,7,5.9
M31,2026-W23,M,7,6.8
M31,2026-W24,M,6,7.7
M31,2026-W25,M,6,7.2
M31,2026-W26,M,7,7.9
M31,2026-W27,M,6,6.1
M31,2026-W28,M,7,6
M31,2026-W29,M,7,5.7
M31,2026-W30,M,7,5.8
M31,2026-W31,M,7,5.9
M31,2026-W32,M,7,5.8
M31,2026-W33,M,7,5.8
M31,2026-W34,M,7,5.9
M31,2026-W35,M,7,6
M31,2026-W36,M,7,5.9
M31,2026-W37,M,7,5.9
M31,2026-W38,M,4,5.1
S54,2026-W12,S,1,
S54,2026-W17,S,3,4.2
S54,2026-W18,S,5,12.2
S54,2026-W19,S,5,13.4
S54,2026-W20,S,5,11.5
S54,2026-W21,S,5,11.6
S54,2026-W22,S,4,12.4
S54,2026-W23,S,5,13.4
S54,2026-W24,S,3,16.2
S54,2026-W25,S,4,12
S54,2026-W26,S,1,6.7
S54,2026-W27,S,3,12.7
S54,2026-W28,S,5,13
S54,2026-W29,S,5,12.5
S54,2026-W30,S,5,12.9
S54,2026-W31,S,5,13
S54,2026-W32,S,5,12.7
S54,2026-W33,S,5,12.7
S54,2026-W34,S,5,12.9
S54,2026-W35,S,5,13.5
S54,2026-W36,S,5,13.1
S54,2026-W37,S,4,12.1
S54,2026-W38,S,4,11.6
S48,2026-W12,S,1,
S48,2026-W17,S,5,5.9
S48,2026-W18,S,7,9.6
S48,2026-W19,S,7,10.2
S48,2026-W20,S,7,9.3
S48,2026-W21,S,7,9.4
S48,2026-W22,S,7,9.7
S48,2026-W23,S,7,11.1
S48,2026-W24,S,6,11.8
S48,2026-W25,S,6,11.6
S48,2026-W26,S,7,11.7
S48,2026-W27,S,6,9.9
S48,2026-W28,S,7,10
S48,2026-W29,S,7,9.8
S48,2026-W30,S,7,9.6
S48,2026-W31,S,7,9.7
S48,2026-W32,S,7,9.6
S48,2026-W33,S,7,9.7
S48,2026-W34,S,7,10
S48,2026-W35,S,7,10.1
S48,2026-W36,S,7,9.8
S48,2026-W37,S,7,9.7
S48,2026-W38,S,4,9.1
S53,2026-W12,S,1,
S53,2026-W17,S,5,7
S53,2026-W18,S,7,10.9
S53,2026-W19,S,7,11.5
S53,2026-W20,S,7,10.9
S53,2026-W21,S,7,10.8
S53,2026-W22,S,7,11.1
S53,2026-W23,S,7,12.5
S53,2026-W24,S,6,12.3
S53,2026-W25,S,6,12.3
S53,2026-W26,S,7,11
S53,2026-W27,S,6,11.2
S53,2026-W28,S,7,11.4
S53,2026-W29,S,7,11.4
S53,2026-W30,S,7,11.4
S53,2026-W31,S,7,11.6
S53,2026-W32,S,7,11.5
S53,2026-W33,S,7,11.3
S53,2026-W34,S,7,11.6
S53,2026-W35,S,7,11.8
S53,2026-W36,S,7,11.5
S53,2026-W37,S,7,11.4
S53,2026-W38,S,4,11
M7,2026-W12,M,1,
M7,2026-W17,M,5,4.4
M7,2026-W18,M,7,6
M7,2026-W19,M,7,6.3
M7,2026-W20,M,7,5.9
M7,2026-W21,M,7,5.9
M7,2026-W22,M,7,6.4
M7,2026-W23,M,7,7.2
M7,2026-W24,M,6,7.8
M7,2026-W25,M,6,8
M7,2026-W26,M,7,8.3
M7,2026-W27,M,6,6.3
M7,2026-W28,M,7,6.2
M7,2026-W29,M,7,6.1
M7,2026-W30,M,7,6.1
M7,2026-W31,M,7,6.1
M7,2026-W32,M,7,6.2
M7,2026-W33,M,7,6.2
M7,2026-W34,M,7,6.4
M7,2026-W35,M,7,6.4
M7,2026-W36,M,7,6.4
M7,2026-W37,M,7,6.4
M7,2026-W38,M,4,6.1
S46,2026-W12,S,1,
S46,2026-W17,S,5,6.4
S46,2026-W18,S,7,10.5
S46,2026-W19,S,7,11.2
S46,2026-W20,S,7,10.4
S46,2026-W21,S,7,10.4
S46,2026-W22,S,7,10.9
S46,2026-W23,S,7,11.6
S46,2026-W24,S,6,12.4
S46,2026-W25,S,6,12.6
S46,2026-W26,S,7,13.3
S46,2026-W27,S,6,10.7
S46,2026-W28,S,7,10.8
S46,2026-W29,S,7,10.5
S46,2026-W30,S,7,10.4
S46,2026-W31,S,7,10.6
S46,2026-W32,S,7,10.4
S46,2026-W33,S,7,10.5
S46,2026-W34,S,7,10.5
S46,2026-W35,S,7,10.9
S46,2026-W36,S,7,10.9
S46,2026-W37,S,7,10.6
S46,2026-W38,S,4,9.7
B9,2026-W12,B,1,
B9,2026-W17,B,5,5.2
B9,2026-W18,B,7,7.2
B9,2026-W19,B,7,7.8
B9,2026-W20,B,7,7.1
B9,2026-W21,B,7,7.4
B9,2026-W22,B,7,7.5
B9,2026-W23,B,7,9.1
B9,2026-W24,B,6,9.2
B9,2026-W25,B,6,9.6
B9,2026-W26,B,7,9.1
B9,2026-W27,B,6,7.8
B9,2026-W28,B,7,7.9
B9,2026-W29,B,7,7.8
B9,2026-W30,B,7,7.6
B9,2026-W31,B,7,7.7
B9,2026-W32,B,7,7.7
B9,2026-W33,B,7,7.6
B9,2026-W34,B,7,7.7
B9,2026-W35,B,7,7.7
B9,2026-W36,B,7,7.4
B9,2026-W37,B,7,7.4
B9,2026-W38,B,4,6.6
B61,2026-W12,B,1,
B61,2026-W17,B,5,3.8
B61,2026-W18,B,7,7
B61,2026-W19,B,7,7.7
B61,2026-W20,B,7,7.1
B61,2026-W21,B,7,7.2
B61,2026-W22,B,7,7.2
B61,2026-W23,B,7,8.1
B61,2026-W24,B,6,8.6
B61,2026-W25,B,6,8.5
B61,2026-W26,B,7,9
B61,2026-W27,B,6,7.4
B61,2026-W28,B,7,7.3
B61,2026-W29,B,7,7.4
B61,2026-W30,B,7,7.2
B61,2026-W31,B,7,7
B61,2026-W32,B,7,7.1
B61,2026-W33,B,7,7.2
B61,2026-W34,B,7,7.4
B61,2026-W35,B,7,7.4
B61,2026-W36,B,7,7.3
B61,2026-W37,B,7,7.4
B61,2026-W38,B,4,6.9
Q89,2026-W12,Q,1,
Q89,2026-W17,Q,5,6
Q89,2026-W18,Q,7,10.9
Q89,2026-W19,Q,7,11.4
Q89,2026-W20,Q,7,10.6
Q89,2026-W21,Q,7,10.5
Q89,2026-W22,Q,7,11.1
Q89,2026-W23,Q,7,12.6
Q89,2026-W24,Q,6,13.3
Q89,2026-W25,Q,6,12.9
Q89,2026-W26,Q,6,12.3
Q89,2026-W27,Q,6,10.5
Q89,2026-W28,Q,7,10.7
Q89,2026-W29,Q,7,10.7
Q89,2026-W30,Q,7,10.5
Q89,2026-W31,Q,7,10.5
Q89,2026-W32,Q,7,10.3
Q89,2026-W33,Q,7,10.2
Q89,2026-W34,Q,7,10.6
Q89,2026-W35,Q,7,10.8
Q89,2026-W36,Q,7,10.4
Q89,2026-W37,Q,7,10.7
Q89,2026-W38,Q,4,10.3
BX2,2026-W12,Bx,1,
BX2,2026-W17,Bx,5,4.6
BX2,2026-W18,Bx,7,6.6
BX2,2026-W19,Bx,7,7
BX2,2026-W20,Bx,7,6.6
BX2,2026-W21,Bx,7,6.7
BX2,2026-W22,Bx,7,6.8
BX2,2026-W23,Bx,7,7.7
BX2,2026-W24,Bx,6,8.4
BX2,2026-W25,Bx,6,8
BX2,2026-W26,Bx,7,7.9
BX2,2026-W27,Bx,6,6.7
BX2,2026-W28,Bx,7,6.9
BX2,2026-W29,Bx,7,6.8
BX2,2026-W30,Bx,7,6.7
BX2,2026-W31,Bx,7,6.6
BX2,2026-W32,Bx,7,6.6
BX2,2026-W33,Bx,7,6.7
BX2,2026-W34,Bx,7,6.7
BX2,2026-W35,Bx,7,6.8
BX2,2026-W36,Bx,7,6.8
BX2,2026-W37,Bx,7,6.8
BX2,2026-W38,Bx,4,6.5
Q44+,2026-W12,Q,1,
Q44+,2026-W17,Q,5,7.4
Q44+,2026-W18,Q,7,10.3
Q44+,2026-W19,Q,7,10.7
Q44+,2026-W20,Q,7,10.2
Q44+,2026-W21,Q,7,10.1
Q44+,2026-W22,Q,7,10.6
Q44+,2026-W23,Q,7,12
Q44+,2026-W24,Q,6,12
Q44+,2026-W25,Q,6,12.4
Q44+,2026-W26,Q,7,12.4
Q44+,2026-W27,Q,6,10.7
Q44+,2026-W28,Q,7,10.6
Q44+,2026-W29,Q,7,10.4
Q44+,2026-W30,Q,7,10.2
Q44+,2026-W31,Q,7,10.3
Q44+,2026-W32,Q,7,10.4
Q44+,2026-W33,Q,7,10.5
Q44+,2026-W34,Q,7,10.6
Q44+,2026-W35,Q,7,10.8
Q44+,2026-W36,Q,7,10.5
Q44+,2026-W37,Q,7,10.5
Q44+,2026-W38,Q,4,9.7
Q58,2026-W12,Q,1,
Q58,2026-W17,Q,5,5
Q58,2026-W18,Q,7,7.9
Q58,2026-W19,Q,7,8.3
Q58,2026-W20,Q,7,7.7
Q58,2026-W21,Q,7,7.7
Q58,2026-W22,Q,7,8
Q58,2026-W23,Q,7,8.9
Q58,2026-W24,Q,6,9.6
Q58,2026-W25,Q,6,9.1
Q58,2026-W26,Q,7,9.6
Q58,2026-W27,Q,6,8.1
Q58,2026-W28,Q,7,8.1
Q58,2026-W29,Q,7,8.1
Q58,2026-W30,Q,7,8
Q58,2026-W31,Q,7,8
Q58,2026-W32,Q,7,8.1
Q58,2026-W33,Q,7,8.1
Q58,2026-W34,Q,7,8.2
Q58,2026-W35,Q,7,8.1
Q58,2026-W36,Q,7,7.9
Q58,2026-W37,Q,7,7.8
Q58,2026-W38,Q,4,7.8
Q15,2026-W12,Q,1,
Q15,2026-W17,Q,5,4.7
Q15,2026-W18,Q,7,8.7
Q15,2026-W19,Q,7,9.2
Q15,2026-W20,Q,7,8.9
Q15,2026-W21,Q,7,8.7
Q15,2026-W22,Q,7,8.8
Q15,2026-W23,Q,7,9.9
Q15,2026-W24,Q,6,10.4
Q15,2026-W25,Q,6,10.1
Q15,2026-W26,Q,7,10.7
Q15,2026-W27,Q,6,8.7
Q15,2026-W28,Q,7,8.8
Q15,2026-W29,Q,7,8.9
Q15,2026-W30,Q,7,8.7
Q15,2026-W31,Q,7,8.6
Q15,2026-W32,Q,7,8.7
Q15,2026-W33,Q,7,8.8
Q15,2026-W34,Q,7,8.9
Q15,2026-W35,Q,7,9
Q15,2026-W36,Q,7,8.9
Q15,2026-W37,Q,7,9
Q15,2026-W38,Q,4,8.8
B16,2026-W12,B,1,
B16,2026-W17,B,5,5.2
B16,2026-W18,B,7,7.5
B16,2026-W19,B,7,7.9
B16,2026-W20,B,7,7.2
B16,2026-W21,B,7,7.3
B16,2026-W22,B,7,7.5
B16,2026-W23,B,7,8.8
B16,2026-W24,B,6,9.3
B16,2026-W25,B,6,9.8
B16,2026-W26,B,7,9.7
B16,2026-W27,B,6,8
B16,2026-W28,B,7,7.9
B16,2026-W29,B,7,8.1
B16,2026-W30,B,7,7.6
B16,2026-W31,B,7,7.7
B16,2026-W32,B,7,7.6
B16,2026-W33,B,7,7.7
B16,2026-W34,B,7,8
B16,2026-W35,B,7,7.8
B16,2026-W36,B,7,7.4
B16,2026-W37,B,7,7.4
B16,2026-W38,B,4,6.7
M1,2026-W12,M,1,
M1,2026-W17,M,5,5
M1,2026-W18,M,7,6.7
M1,2026-W19,M,7,7
M1,2026-W20,M,7,6.4
M1,2026-W21,M,7,6.6
M1,2026-W22,M,7,6.9
M1,2026-W23,M,7,8.5
M1,2026-W24,M,6,9.2
M1,2026-W25,M,6,9
M1,2026-W26,M,7,10.2
M1,2026-W27,M,6,7.2
M1,2026-W28,M,7,7
M1,2026-W29,M,7,6.9
M1,2026-W30,M,7,6.7
M1,2026-W31,M,7,6.7
M1,2026-W32,M,7,6.7
M1,2026-W33,M,7,6.8
M1,2026-W34,M,7,6.9
M1,2026-W35,M,7,7.1
M1,2026-W36,M,7,6.9
M1,2026-W37,M,7,7
M1,2026-W38,M,4,6.1
SIM3C,2026-W12,X,1,
SIM3C,2026-W17,X,5,10.2
SIM3C,2026-W18,X,7,13
SIM3C,2026-W19,X,7,14.4
SIM3C,2026-W20,X,7,12.3
SIM3C,2026-W21,X,7,12.9
SIM3C,2026-W22,X,7,13.7
SIM3C,2026-W23,X,7,14.5
SIM3C,2026-W24,X,6,15.1
SIM3C,2026-W25,X,6,15.9
SIM3C,2026-W26,X,7,16
SIM3C,2026-W27,X,6,13.8
SIM3C,2026-W28,X,7,13.7
SIM3C,2026-W29,X,7,13.7
SIM3C,2026-W30,X,7,13.3
SIM3C,2026-W31,X,7,12.8
SIM3C,2026-W32,X,7,13.2
SIM3C,2026-W33,X,7,12.8
SIM3C,2026-W34,X,7,13.1
SIM3C,2026-W35,X,7,13
SIM3C,2026-W36,X,7,13.5
SIM3C,2026-W37,X,7,12.7
SIM3C,2026-W38,X,4,11.5
M125,2026-W12,M,1,
M125,2026-W17,M,5,3.4
M125,2026-W18,M,7,6
M125,2026-W19,M,7,6.3
M125,2026-W20,M,7,6
M125,2026-W21,M,7,5.9
M125,2026-W22,M,7,6.1
M125,2026-W23,M,7,7.1
M125,2026-W24,M,6,7.5
M125,2026-W25,M,6,6.8
M125,2026-W26,M,7,7.6
M125,2026-W27,M,6,6.2
M125,2026-W28,M,7,6.2
M125,2026-W29,M,7,6.1
M125,2026-W30,M,7,6.1
M125,2026-W31,M,7,6
M125,2026-W32,M,7,6
M125,2026-W33,M,7,6
M125,2026-W34,M,7,6.3
M125,2026-W35,M,7,6.3
M125,2026-W36,M,7,6.2
M125,2026-W37,M,7,6.2
M125,2026-W38,M,4,5.9
BX41,2026-W12,Bx,1,
BX41,2026-W17,Bx,5,5.1
BX41,2026-W18,Bx,7,7.9
BX41,2026-W19,Bx,7,8.5
BX41,2026-W20,Bx,7,7.8
BX41,2026-W21,Bx,7,7.9
BX41,2026-W22,Bx,7,8.1
BX41,2026-W23,Bx,7,8.9
BX41,2026-W24,Bx,6,9
BX41,2026-W25,Bx,6,9.2
BX41,2026-W26,Bx,7,8.6
BX41,2026-W27,Bx,6,8.1
BX41,2026-W28,Bx,7,8.3
BX41,2026-W29,Bx,7,8.1
BX41,2026-W30,Bx,7,7.9
BX41,2026-W31,Bx,7,8
BX41,2026-W32,Bx,7,7.9
BX41,2026-W33,Bx,7,7.9
BX41,2026-W34,Bx,7,8.1
BX41,2026-W35,Bx,7,8.2
BX41,2026-W36,Bx,7,8.2
BX41,2026-W37,Bx,7,8.1
BX41,2026-W38,Bx,4,7.6
SIM4C,2026-W12,X,1,
SIM4C,2026-W17,X,5,12.3
SIM4C,2026-W18,X,7,14.1
SIM4C,2026-W19,X,7,15.1
SIM4C,2026-W20,X,7,14.6
SIM4C,2026-W21,X,7,14.2
SIM4C,2026-W22,X,7,14.8
SIM4C,2026-W23,X,7,16.2
SIM4C,2026-W24,X,6,14.6
SIM4C,2026-W25,X,6,16.9
SIM4C,2026-W26,X,7,16.6
SIM4C,2026-W27,X,6,15.4
SIM4C,2026-W28,X,7,14.8
SIM4C,2026-W29,X,7,14.7
SIM4C,2026-W30,X,7,14.4
SIM4C,2026-W31,X,7,13.9
SIM4C,2026-W32,X,7,14
SIM4C,2026-W33,X,7,14.2
SIM4C,2026-W34,X,7,14.9
SIM4C,2026-W35,X,7,15
SIM4C,2026-W36,X,7,14.5
SIM4C,2026-W37,X,7,14
SIM4C,2026-W38,X,4,12.5
SIM33C,2026-W12,X,1,
SIM33C,2026-W17,X,5,10.9
SIM33C,2026-W18,X,7,14.3
SIM33C,2026-W19,X,7,14.8
SIM33C,2026-W20,X,7,13.9
SIM33C,2026-W21,X,7,13.5
SIM33C,2026-W22,X,7,14.3
SIM33C,2026-W23,X,7,16.3
SIM33C,2026-W24,X,6,17.5
SIM33C,2026-W25,X,6,18.6
SIM33C,2026-W26,X,7,17.5
SIM33C,2026-W27,X,6,15
SIM33C,2026-W28,X,7,14.3
SIM33C,2026-W29,X,7,14.3
SIM33C,2026-W30,X,7,14.1
SIM33C,2026-W31,X,7,13.3
SIM33C,2026-W32,X,7,14
SIM33C,2026-W33,X,7,15.1
SIM33C,2026-W34,X,7,14.6
SIM33C,2026-W35,X,7,14.6
SIM33C,2026-W36,X,7,14.4
SIM33C,2026-W37,X,7,14
SIM33C,2026-W38,X,4,12.7
B38,2026-W12,B,1,
B38,2026-W17,B,5,4.6
B38,2026-W18,B,7,7
B38,2026-W19,B,7,7.3
B38,2026-W20,B,7,6.9
B38,2026-W21,B,7,6.9
B38,2026-W22,B,7,7
B38,2026-W23,B,7,7.7
B38,2026-W24,B,6,8.4
B38,2026-W25,B,6,8.1
B38,2026-W26,B,7,8.3
B38,2026-W27,B,6,7.2
B38,2026-W28,B,7,7.2
B38,2026-W29,B,7,7.1
B38,2026-W30,B,7,7.1
B38,2026-W31,B,7,7
B38,2026-W32,B,7,7.1
B38,2026-W33,B,7,7.1
B38,2026-W34,B,7,7.2
B38,2026-W35,B,7,7.2
B38,2026-W36,B,7,7.1
B38,2026-W37,B,7,7.1
B38,2026-W38,B,4,6.8
Q85,2026-W12,Q,1,
Q85,2026-W17,Q,5,6
Q85,2026-W18,Q,7,10.3
Q85,2026-W19,Q,7,10.7
Q85,2026-W20,Q,7,10.1
Q85,2026-W21,Q,7,9.9
Q85,2026-W22,Q,7,10.5
Q85,2026-W23,Q,7,12
Q85,2026-W24,Q,6,12.4
Q85,2026-W25,Q,6,11.5
Q85,2026-W26,Q,7,11.6
Q85,2026-W27,Q,6,10.8
Q85,2026-W28,Q,7,10.5
Q85,2026-W29,Q,7,10.4
Q85,2026-W30,Q,7,10
Q85,2026-W31,Q,7,10.2
Q85,2026-W32,Q,7,10
Q85,2026-W33,Q,7,10
Q85,2026-W34,Q,7,10.4
Q85,2026-W35,Q,7,10.5
Q85,2026-W36,Q,7,10.3
Q85,2026-W37,Q,7,10.2
Q85,2026-W38,Q,4,9.6
Q12,2026-W12,Q,1,
Q12,2026-W17,Q,5,5.9
Q12,2026-W18,Q,7,10.3
Q12,2026-W19,Q,7,10.6
Q12,2026-W20,Q,7,9.9
Q12,2026-W21,Q,7,10
Q12,2026-W22,Q,7,10.4
Q12,2026-W23,Q,7,11.6
Q12,2026-W24,Q,6,11.7
Q12,2026-W25,Q,6,12
Q12,2026-W26,Q,7,12
Q12,2026-W27,Q,6,10.4
Q12,2026-W28,Q,7,10.4
Q12,2026-W29,Q,7,10.4
Q12,2026-W30,Q,7,10.1
Q12,2026-W31,Q,7,10
Q12,2026-W32,Q,7,10.2
Q12,2026-W33,Q,7,10
Q12,2026-W34,Q,7,10.2
Q12,2026-W35,Q,7,10.6
Q12,2026-W36,Q,7,10.4
Q12,2026-W37,Q,7,10.6
Q12,2026-W38,Q,4,9.9
BX12,2026-W12,Bx,1,
BX12,2026-W17,Bx,5,5.5
BX12,2026-W18,Bx,7,9.7
BX12,2026-W19,Bx,7,9.8
BX12,2026-W20,Bx,7,9.3
BX12,2026-W21,Bx,7,9.3
BX12,2026-W22,Bx,7,9.7
BX12,2026-W23,Bx,7,10.8
BX12,2026-W24,Bx,6,11.7
BX12,2026-W25,Bx,6,12.1
BX12,2026-W26,Bx,7,11.7
BX12,2026-W27,Bx,6,11
BX12,2026-W28,Bx,7,11
BX12,2026-W29,Bx,7,11.1
BX12,2026-W30,Bx,7,10.6
BX12,2026-W31,Bx,7,10.7
BX12,2026-W32,Bx,7,10.7
BX12,2026-W33,Bx,7,11
BX12,2026-W34,Bx,7,10.9
BX12,2026-W35,Bx,7,10.9
BX12,2026-W36,Bx,7,11.1
BX12,2026-W37,Bx,7,10.2
BX12,2026-W38,Bx,4,9.1
Q1,2026-W12,Q,1,
Q1,2026-W17,Q,5,5.4
Q1,2026-W18,Q,7,9.6
Q1,2026-W19,Q,7,10.3
Q1,2026-W20,Q,7,9.8
Q1,2026-W21,Q,7,9.5
Q1,2026-W22,Q,7,10.1
Q1,2026-W23,Q,7,11.8
Q1,2026-W24,Q,6,11.4
Q1,2026-W25,Q,6,11.5
Q1,2026-W26,Q,7,12
Q1,2026-W27,Q,6,10.2
Q1,2026-W28,Q,7,10.1
Q1,2026-W29,Q,7,10
Q1,2026-W30,Q,7,9.8
Q1,2026-W31,Q,7,9.9
Q1,2026-W32,Q,7,9.9
Q1,2026-W33,Q,7,9.9
Q1,2026-W34,Q,7,10.1
Q1,2026-W35,Q,7,9.9
Q1,2026-W36,Q,7,9.9
Q1,2026-W37,Q,7,10
Q1,2026-W38,Q,4,9.4
SIM8,2026-W12,X,1,
SIM8,2026-W17,X,3,14.3
SIM8,2026-W18,X,5,15.5
SIM8,2026-W19,X,5,16.4
SIM8,2026-W20,X,5,15.6
SIM8,2026-W21,X,5,15.9
SIM8,2026-W22,X,4,16.1
SIM8,2026-W23,X,5,26.9
SIM8,2026-W24,X,3,14.5
SIM8,2026-W25,X,3,31.4
SIM8,2026-W26,X,1,
SIM8,2026-W27,X,3,16.4
SIM8,2026-W28,X,5,17.1
SIM8,2026-W29,X,5,16.7
SIM8,2026-W30,X,5,16.5
SIM8,2026-W31,X,5,16.3
SIM8,2026-W32,X,5,17
SIM8,2026-W33,X,5,16.4
SIM8,2026-W34,X,5,16.5
SIM8,2026-W35,X,5,16.7
SIM8,2026-W36,X,5,16.8
SIM8,2026-W37,X,4,15.4
SIM8,2026-W38,X,4,15
BX31,2026-W12,Bx,1,
BX31,2026-W17,Bx,5,5.1
BX31,2026-W18,Bx,7,8.1
BX31,2026-W19,Bx,7,8.7
BX31,2026-W20,Bx,7,8.1
BX31,2026-W21,Bx,7,8.3
BX31,2026-W22,Bx,7,8.4
BX31,2026-W23,Bx,7,9.5
BX31,2026-W24,Bx,6,9.5
BX31,2026-W25,Bx,6,9.9
BX31,2026-W26,Bx,7,10
BX31,2026-W27,Bx,6,8.5
BX31,2026-W28,Bx,7,8.6
BX31,2026-W29,Bx,7,8.3
BX31,2026-W30,Bx,7,8.1
BX31,2026-W31,Bx,7,8.2
BX31,2026-W32,Bx,7,8.1
BX31,2026-W33,Bx,7,8.2
BX31,2026-W34,Bx,7,8.3
BX31,2026-W35,Bx,7,8.5
BX31,2026-W36,Bx,7,8.4
BX31,2026-W37,Bx,7,8.5
BX31,2026-W38,Bx,4,7.8
M14D+,2026-W12,M,1,
M14D+,2026-W17,M,5,3.5
M14D+,2026-W18,M,7,6.3
M14D+,2026-W19,M,7,6.8
M14D+,2026-W20,M,7,6.3
M14D+,2026-W21,M,7,6.5
M14D+,2026-W22,M,7,6.6
M14D+,2026-W23,M,7,7
M14D+,2026-W24,M,6,7.4
M14D+,2026-W25,M,6,7.5
M14D+,2026-W26,M,7,7.8
M14D+,2026-W27,M,6,6.5
M14D+,2026-W28,M,7,6.6
M14D+,2026-W29,M,7,6.5
M14D+,2026-W30,M,7,6.5
M14D+,2026-W31,M,7,6.5
M14D+,2026-W32,M,7,6.5
M14D+,2026-W33,M,7,6.5
M14D+,2026-W34,M,7,6.5
M14D+,2026-W35,M,7,6.6
M14D+,2026-W36,M,7,6.7
M14D+,2026-W37,M,7,6.5
M14D+,2026-W38,M,4,6.3
M15+,2026-W12,M,1,
M15+,2026-W17,M,5,6.3
M15+,2026-W18,M,7,8.7
M15+,2026-W19,M,7,9.2
M15+,2026-W20,M,7,8.5
M15+,2026-W21,M,7,8.7
M15+,2026-W22,M,7,9.2
M15+,2026-W23,M,7,9.8
M15+,2026-W24,M,6,10.5
M15+,2026-W25,M,6,10.6
M15+,2026-W26,M,7,10.1
M15+,2026-W27,M,6,9.4
M15+,2026-W28,M,7,9.1
M15+,2026-W29,M,7,9.1
M15+,2026-W30,M,7,9
M15+,2026-W31,M,7,9
M15+,2026-W32,M,7,8.9
M15+,2026-W33,M,7,9
M15+,2026-W34,M,7,9.1
M15+,2026-W35,M,7,9.2
M15+,2026-W36,M,7,9.2
M15+,2026-W37,M,7,8.9
M15+,2026-W38,M,4,8.1
BX38,2026-W12,Bx,1,
BX38,2026-W17,Bx,5,4.6
BX38,2026-W18,Bx,7,8
BX38,2026-W19,Bx,7,8.5
BX38,2026-W20,Bx,7,7.8
BX38,2026-W21,Bx,7,8.1
BX38,2026-W22,Bx,7,8.3
BX38,2026-W23,Bx,7,9
BX38,2026-W24,Bx,6,10.4
BX38,2026-W25,Bx,6,9.7
BX38,2026-W26,Bx,7,10.7
BX38,2026-W27,Bx,6,8.1
BX38,2026-W28,Bx,7,8.3
BX38,2026-W29,Bx,7,8.2
BX38,2026-W30,Bx,7,8
BX38,2026-W31,Bx,7,8
BX38,2026-W32,Bx,7,8.1
BX38,2026-W33,Bx,7,8.1
BX38,2026-W34,Bx,7,8.2
BX38,2026-W35,Bx,7,8.3
BX38,2026-W36,Bx,7,8.2
BX38,2026-W37,Bx,7,8.3
BX38,2026-W38,Bx,4,7.6
Q20,2026-W12,Q,1,
Q20,2026-W17,Q,5,5.6
Q20,2026-W18,Q,7,8.3
Q20,2026-W19,Q,7,8.8
Q20,2026-W20,Q,7,8.2
Q20,2026-W21,Q,7,8
Q20,2026-W22,Q,7,8.4
Q20,2026-W23,Q,7,9.8
Q20,2026-W24,Q,6,10.1
Q20,2026-W25,Q,6,9.8
Q20,2026-W26,Q,7,10.4
Q20,2026-W27,Q,6,8.5
Q20,2026-W28,Q,7,8.5
Q20,2026-W29,Q,7,8.4
Q20,2026-W30,Q,7,8.1
Q20,2026-W31,Q,7,8.3
Q20,2026-W32,Q,7,8.2
Q20,2026-W33,Q,7,8.3
Q20,2026-W34,Q,7,8.4
Q20,2026-W35,Q,7,8.5
Q20,2026-W36,Q,7,8.4
Q20,2026-W37,Q,7,8.4
Q20,2026-W38,Q,4,7.8
X27,2026-W12,X,1,
X27,2026-W17,X,5,8.4
X27,2026-W18,X,7,11.7
X27,2026-W19,X,7,12
X27,2026-W20,X,7,11
X27,2026-W21,X,7,11.6
X27,2026-W22,X,7,12.1
